"celex","date","dateforce","dateendvalid","lbs","lbcelex","lbsuffix","force","datetranspos"
"32011L0058","2011-05-10","2011-06-01","2011-06-13","c2514307-b9a4-4a7b-9f36-a9f3662df21b","31991L0414","A06P1","false","2011-11-30"
"31996L0013","1996-03-11","1996-03-16","2000-06-14","85e32951-9298-4d58-90b6-38c7457b8db3","31977L0780","A02P3","false","1996-04-15"
"32014L0026","2014-02-26","2014-04-09","9999-12-31","7e20f01d-4fde-4bad-9331-1f4f17da03ac","12012E050","P1","true","2016-04-10"
"31993L0109","1993-12-06","1993-12-30","9999-12-31","c147801f-db1b-4abe-8a10-236063fbae1b","11992E008B","P2","true","1994-02-01"
"32007L0028","2007-05-25","2007-06-15","2008-08-31","c2514307-b9a4-4a7b-9f36-a9f3662df21b","31991L0414","A04P1PTF)","false","2007-11-26"
"31980L0393","1980-03-18","1980-03-20","2000-07-29","614e9335-f623-406c-987c-c5924e385170","31977L0093","A13","false","1983-01-01"
"31972L0277","1972-07-26","1972-07-28","1989-07-19","dc576cb4-5040-42c2-837e-c6f19c43d6c4","11957E057","P2","false","1981-01-01"
"31986L0029","1986-02-05","1986-02-06","1991-05-18","de2f6bfa-e0e7-4383-af1f-3406fa00a4f1","31970L0524","A07","false","1986-12-03"
"31986L0300","1986-06-04","1986-06-06","1991-05-18","de2f6bfa-e0e7-4383-af1f-3406fa00a4f1","31970L0524","A07","false","1987-12-31"
"31973L0095","1973-03-26","1973-04-06","1984-09-30","8515b295-6207-4a57-805e-236a24d8fcd9","31969L0073","A28","false","1975-10-01"
"31978L0664","1978-07-25","1978-07-31","1997-01-18","60e92ab3-57fb-430f-b279-0b55ef89b42d","31970L0357","A05P1","false","1980-02-01"
"31976L0447","1976-05-04","1976-05-06","1988-01-01","75a28589-c423-494c-84d9-59ccb83b37b1","31976L0119","A14","false","1976-06-19"
"32005L0038","2005-06-06","2005-06-27","2006-06-30","02c67ba9-51c1-45ab-8685-ac85ab96f560","31985L0591","A01P1","false","2006-07-01"
"31985L0405","1985-07-11","1985-07-12","2002-01-03","a818e0aa-1622-4a13-aa33-823d7648270c","31979L0113","A05","false","1986-03-26"
"32009L0124","2009-09-25","2009-10-16","2009-10-05","07526056-588c-4108-b587-9cc9a2f96c90","32002R0032","A08P1","false","2010-07-01"
"31979L0580","1979-06-19","1979-06-20","1979-12-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1979-06-30"
"31990L0476","1990-09-17","1990-09-20","1990-12-31","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","false",NA
"32008L0010","2008-03-11","2008-03-20","2018-01-02","74f202d1-b0ef-4eec-9e01-631eacaa5e60","12006E047","P2","false",NA
"31986L0094","1986-03-10","1986-03-25","2005-10-08","174102e5-dc58-4345-acbf-207151885f81","11957E100A",NA,"false",NA
"31996L0078","1996-12-06","1996-12-13","2000-07-29","614e9335-f623-406c-987c-c5924e385170","31977L0093","A13L2TIRE4","false","1997-01-01"
"32004L0105","2004-10-15","2004-11-09","9999-12-31","97ebdf59-5b83-4403-a0ad-d0d31b1045c0","32000L0029","A13BIP4PTA)","true","2004-12-31"
"31992L0064","1992-07-13","1992-07-20","1997-10-07","de2f6bfa-e0e7-4383-af1f-3406fa00a4f1","31970L0524","A07","false","1993-03-31"
"32006L0130","2006-12-11","2007-01-01","2025-01-31","c2c47535-c88b-4327-b1cc-037151f17287","32001L0082","A67L1PTAA)","false","1001-01-01"
"31994L0016","1994-04-22","1994-04-26","1999-05-03","2262380a-4efc-4f61-ae24-781283415830","31974L0063","A06","false","1995-03-01"
"31992L0107","1992-12-11","1992-12-15","2002-08-08","6dfa8784-1125-46e1-936f-0ce00125c856","31969L0208","A20BIS","false","1994-07-01"
"31982L0500","1982-06-07","1982-06-25","1987-06-04","4fa1cedd-abf9-42fb-befe-e2fae328e3be","31976L0890","A07","false","1983-11-30"
"32000L0062","2000-10-10","2000-11-01","2009-06-29","15eddf43-824b-4fbc-93f2-cffb9aaa4c4a","11997E071","P1PTC)","false","2001-05-01"
"31997L0022","1997-04-22","1997-05-03","2004-06-11","a811ac5d-2d67-4dcd-bf4b-04dbcfbc927e","11992E043",NA,"false","1997-09-01"
"31988L0663","1988-12-21","1988-12-27","1992-12-31","0b35ab4b-ea09-47e8-b302-b321e5587ffe","11957E099",NA,"false","1989-07-01"
"32009L0027","2009-04-07","2009-04-28","2013-12-31","fb107207-a4ed-4386-99ed-483298ca033d","32006L0049","A41P1PTG)","false","2010-10-31"
"31981L0529","1981-06-30","1981-07-07","9999-12-31","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"true","1981-12-31"
"31984L0634","1984-12-12","1984-12-17","1988-10-23","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false",NA
"32001L0061","2001-08-08","2001-08-30","2002-03-13","0c59ad90-3f43-4ddf-953b-95fb1a34ffff","31989L0109","A03","false",NA
"31995L0024","1995-06-22","1995-07-01","1996-07-01","92ffe860-5890-4c46-959a-75e7a9a6586c","31985L0073","A06P2","false",NA
"31981L0858","1981-10-19","1981-01-01","1996-01-01","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false",NA
"31999L0079","1999-07-27","1999-08-27","2009-08-25","56fe7d25-5f54-48a1-95e2-6008425b8a4d","31970L0373","A02","false","2000-01-01"
"32009L0005","2009-01-30","2009-02-20","9999-12-31","1e51f726-b0a9-4887-8fb3-7956a4f49223","32006L0022","A09P3","true","2009-12-31"
"31978L0669","1978-08-02","1978-08-03","1993-07-05","dc576cb4-5040-42c2-837e-c6f19c43d6c4","11957E057","P2","false","1979-02-03"
"31974L0182","1974-02-26","1974-03-07","1985-07-10","de2f6bfa-e0e7-4383-af1f-3406fa00a4f1","31970L0524","A06P1BIS","false","1974-06-01"
"31975L0404","1975-02-13","1975-02-17","1991-03-25","67d0c43a-0896-4e46-a21f-891cd3f234bb","11957E103","P4","false","1975-12-31"
"31979L1034","1979-12-06","1979-12-07","1995-09-13","e1da8614-4bbc-4bbb-810b-25f4ca287ce0","11957E084","P2","false","1980-12-31"
"31975L0405","1975-04-14","1975-04-18","1997-01-21","67d0c43a-0896-4e46-a21f-891cd3f234bb","11957E103",NA,"false","1975-12-31"
"31985L0581","1985-12-20","1985-12-24","1995-01-01","fb5c1ee8-86ec-455d-8822-3eeb0338953b","11985I396",NA,"false",NA
"31977L0082","1977-01-18","1977-01-19","9999-12-31","9b109ce4-338f-406a-b451-615ff1c6ddfa","11972BN07/5","PT1","true",NA
"31976L0634","1976-07-22","1976-07-28","1992-01-01","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false",NA
"31978L0627","1978-06-19","1978-06-22","1985-08-31","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false",NA
"31985L0361","1985-07-16","1984-07-01","1994-12-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1987-01-01"
"31985L0520","1985-11-11","1985-11-12","1991-05-18","de2f6bfa-e0e7-4383-af1f-3406fa00a4f1","31970L0524","A07","false","1986-12-03"
"31986L0083","1986-02-25","1986-03-01","1994-01-01","fb5c1ee8-86ec-455d-8822-3eeb0338953b","11985I396",NA,"false",NA
"31981L0857","1981-10-19","1981-01-01","1986-01-01","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false",NA
"32009L0089","2009-07-30","2009-08-20","2013-08-31","dd121338-803b-4793-b8bd-6db66b18104a","31998L0008","A16P2","false","2010-08-31"
"31987L0310","1987-06-03","1987-06-04","1992-01-01","4fa1cedd-abf9-42fb-befe-e2fae328e3be","31976L0890","A07","false","1988-12-30"
"31976L0628","1976-07-20","1976-07-29","2000-08-03","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1977-07-28"
"31980L0216","1980-01-22","1980-01-24","2005-12-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1980-02-01"
"32009L0002","2009-01-15","2009-02-05","2015-05-31","8bc3b01b-aab1-4624-a77e-e8185e2d013f","12006E",NA,"false","2009-06-01"
"32008L0054","2008-06-17","2008-07-11","2022-11-12","171e521a-3ffe-46ac-90eb-ed97dbb7dcd2","12006E251",NA,"false",NA
"31975L0432","1975-07-10","1975-07-11","1977-12-31","0176eb51-d4b3-43e3-baa6-e49a2a38620e","11957E092","P3LD","false",NA
"32016L1065","2016-06-27","2016-07-02","9999-12-31","b464049a-66b7-4841-a1dd-9f881f81374e","12016E113",NA,"true","2018-12-31"
"32007L0027","2007-05-15","2007-06-05","2008-08-31","c2514307-b9a4-4a7b-9f36-a9f3662df21b","31991L0414","A04P1PTF)","false","2007-11-16"
"31992L0071","1992-09-02","1992-10-15","9999-12-31","614e9335-f623-406c-987c-c5924e385170","31977L0093","A11P3L3","true","1992-10-14"
"31980L0879","1980-09-03","1980-09-11","1993-01-05","1dfd0dfa-c287-490b-b9d3-0c02353fda06","31971L0118","A03P1A","false","1981-01-01"
"31995L0055","1995-10-31","1995-11-24","1996-10-07","de2f6bfa-e0e7-4383-af1f-3406fa00a4f1","31970L0524","A07","false","1996-03-30"
"32014L0071","2014-03-13","2014-06-09","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2014-12-31"
"32016L2037","2016-11-21","2016-12-12","9999-12-31","69687c1e-b458-44a2-a637-cde4c9b1ffec","31975L0324","A05","true","2018-02-12"
"31985L0342","1985-06-24","1985-06-25","1985-07-10","de2f6bfa-e0e7-4383-af1f-3406fa00a4f1","31970L0524","A07","false",NA
"31989L0583","1989-10-27","1989-10-30","1991-05-18","de2f6bfa-e0e7-4383-af1f-3406fa00a4f1","31970L0524","A07","false",NA
"31968L0031","1967-12-22","1967-12-28","1969-12-31","7e0a743d-56c7-441e-9cc5-e2017fbadb1b","11957E013","P2","false",NA
"31998L0100","1998-12-21",NA,"2001-03-31",NA,NA,NA,"false",NA
"31995L0021","1995-06-19","1995-07-27","2010-12-31","88ecbc5f-ef18-4db7-a742-032d77f8b671","11992E084","P2","false","1996-06-30"
"31991L0339","1991-06-18","1991-07-04","2009-05-31","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","false","1992-06-18"
"31992L0049","1992-06-18","1992-07-02","2015-12-31","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","false","1993-12-31"
"31991L0441","1991-06-26","1991-07-25","2013-01-01","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","false","1991-12-31"
"31991L0226","1991-03-27","1991-04-10","2014-10-31","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","false","1992-04-09"
"31991L0542","1991-10-01","1991-10-11","2000-02-15","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","false","1992-01-01"
"32003L0122","2003-12-22","2003-12-31","2018-02-05","f1d1cead-ee6c-402d-8eee-de39a9c136dd","11957A031","L2","false","2005-12-31"
"32009L0030","2009-04-23","2009-06-25","9999-12-31","1923204d-4c33-4a1d-b0f3-3d5e8a226f7f","12006E175","P01","true","2010-12-31"
"32014L0052","2014-04-16","2014-05-15","9999-12-31","2b683c04-3f82-4f89-bd53-ca8450a01886","12012E192","P1","true","2017-05-16"
"32008L0115","2008-12-16","2009-01-13","9999-12-31","c968eecb-eadf-4045-908f-e91663dfd560","12006E063","L1PT3)B)","true","2010-12-24"
"32003L0086","2003-09-22","2003-10-03","9999-12-31","26cca86a-20ab-4305-b6e7-cabad85ae868","12002E063","PT3A)","true","2005-10-03"
"32005L0001","2005-03-09","2005-04-13","2015-12-31","3f5c3895-3383-4adb-ba70-a220c9b90a90","12002E047","P2","true","2005-05-13"
"32005L0060","2005-10-26","2005-12-15","2017-06-25","3f5c3895-3383-4adb-ba70-a220c9b90a90","12002E047","P2FR1","false","2007-12-15"
"32011L0092","2011-12-13","2012-02-17","9999-12-31","cdb7c074-fac1-42bf-b529-6a1b8e30d5b6","12010E192","P1","true","1988-07-03"
"32004L0101","2004-10-27","2004-11-13","9999-12-31","c13c4f2b-e76e-4c1d-a30c-2d6f263178ba","12002E175","P1","true","2005-11-13"
"31993L0096","1993-10-29","1993-11-17","2006-04-29","da71685f-99b1-4fee-855f-5821715a5428","11957E007","L2","false","1993-12-31"
"32005L0068","2005-11-16","2005-12-10","2015-12-31","3f5c3895-3383-4adb-ba70-a220c9b90a90","12002E047","P2","false","2007-12-10"
"32014L0095","2014-10-22","2014-12-05","9999-12-31","7e20f01d-4fde-4bad-9331-1f4f17da03ac","12012E050","P1","true","2016-12-06"
"32004L0022","2004-03-31","2006-10-30","2016-04-20","6605ff4a-754d-4d10-bc74-9499a44ae68d","12002E251",NA,"false","2006-04-29"
"32003L0115","2003-12-22","2004-01-29","2010-01-20","6605ff4a-754d-4d10-bc74-9499a44ae68d","12002E251",NA,"false","2005-01-29"
"31998L0010","1998-02-26","1998-04-21","2003-07-24","cc299c53-3d01-42ec-ad9d-05195509c52e","11992E189B",NA,"false","1998-06-30"
"31992L0040","1992-05-19","1992-06-02","2007-06-30","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false","1993-01-01"
"32014L0034","2014-02-26","2016-04-20","9999-12-31","6b390c35-d623-4785-86a0-1fb492a32cab","12012E294",NA,"true","2016-04-19"
"31994L0042","1994-07-27","1994-08-24","1998-07-01","a811ac5d-2d67-4dcd-bf4b-04dbcfbc927e","11992E043",NA,"false","1995-01-01"
"32010L0063","2010-09-22","1001-01-01","9999-12-31","94bc087a-00f3-4733-bc23-0b3e1f99704e","12010E114",NA,"true","2012-11-10"
"32013L0051","2013-10-22","2013-11-27","9999-12-31","f7ac3ecc-aaeb-427d-8555-7ab12acfb8b2","12012A032",NA,"true","2015-11-28"
"31981L0957","1981-10-23","1981-11-09","2015-05-31","8e12a450-cb71-4356-bd3b-8a9f980208a0","31967L0548","A20","false","1982-12-31"
"31981L0334","1981-04-13","1981-04-28","2027-06-30","33214808-2cf0-4970-9dec-8f8843c3468d","31970L0156","A13","true","1981-12-31"
"31996L0019","1996-03-13","1996-04-11","2003-07-24","a1bf456c-445c-4d1b-b3f3-25d392a15cc9","11992E090","P3","false","1997-01-11"
"31973L0240","1973-07-24","1973-07-27","2015-12-31","aa9dd2d0-11e0-40df-8e04-b38cb2200e9c","11957E054","P3","false","1975-01-27"
"31974L0329","1974-06-18","1974-06-20","1995-03-25","0541bcd9-bacb-434c-a61f-d916be7b045f","11957E227","P2","false","1975-06-20"
"31992L0015","1992-03-11","1992-04-16","1994-01-01","0c59ad90-3f43-4ddf-953b-95fb1a34ffff","31989L0109","A03P2","false","1993-06-30"
"32006L0070","2006-08-01","2006-08-24","2017-06-25","52eeca78-fda3-49d9-88b2-465a667fec96","32005L0060","A40P1PTA)","false","2007-12-15"
"32014L0001","2013-10-18","2014-01-29","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2014-07-31"
"31987L0524","1987-10-06","1987-10-12","9999-12-31","02c67ba9-51c1-45ab-8685-ac85ab96f560","31985L0591","A01P1","true","1989-04-06"
"31981L0432","1981-04-29","1981-05-19","2011-04-30","5c40846b-2c3f-4e2f-92dc-aad009feb888","31978L0142","A03","false","1982-10-01"
"31979L1071","1979-12-06","1979-12-07","2008-06-29","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1981-01-01"
"31983L0090","1983-02-07","1983-02-15","2005-12-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1985-01-01"
"31976L0759","1976-07-27","1976-07-30","2014-10-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1977-07-01"
"31983L0189","1983-03-28","1983-03-31","1998-08-09","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1984-03-31"
"31979L0109","1979-01-24","1979-01-24","1998-07-01","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1979-04-01"
"31981L0577","1981-07-20","1981-07-24","2014-10-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1982-01-24"
"31975L0439","1975-06-16","1975-06-18","2010-12-11","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1977-06-18"
"31976L0837","1976-10-25","1976-11-04","9999-12-31","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"true","1977-01-01"
"32010L0019","2010-03-09","2010-04-09","2020-08-31","540b8f36-b823-4895-b364-eab55ac0d1ce","32007L0046",NA,"false","2011-04-08"
"32001L0106","2001-12-19","2002-01-22","2010-12-31","c2d31e4d-64f9-4020-87d0-17fefed0e0ae","11997E080","P2","false",NA
"32008L0026","2008-03-11","2008-03-21","2011-06-13","171e521a-3ffe-46ac-90eb-ed97dbb7dcd2","12006E251",NA,"false",NA
"32001L0042","2001-06-27","2001-07-21","9999-12-31","ceb354da-9178-495e-a153-a82016b7d5ef","11997E175","P1","true",NA
"31998L0052","1998-07-13","1998-07-22","2009-08-15","fec4a9d3-8859-46a3-8c8c-0117bf1bd815","11992M/APS/02","P2","false",NA
"32001L0038","2001-06-05","2001-07-30","2015-12-18","77d8f3bb-cfe1-43e0-a854-f8c51b9ccda8","11997E251",NA,"false",NA
"32001L0100","2001-12-07","2002-01-21","2013-01-01","77d8f3bb-cfe1-43e0-a854-f8c51b9ccda8","11997E251",NA,"false",NA
"31989L0338","1989-04-27","1989-05-02","1997-09-17","100e56a9-af68-4606-b14f-1a18f03bb3c2","11957E075",NA,"false",NA
"32004L0113","2004-12-13","2004-12-21","9999-12-31","11395efa-428e-4a4c-90bc-4f73d3baea0b","12002E013","P1","true","2007-12-21"
"31990L0679","1990-11-26","1990-11-28","2000-11-05","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","false","1993-11-28"
"31994L0035","1994-06-30","1994-09-10","2010-01-20","02f8d94a-6feb-4af2-b0e7-0651a449f545","31989L0107","A03P2","false","1996-06-30"
"32008L0112","2008-12-16","2009-01-12","2013-07-11","1923204d-4c33-4a1d-b0f3-3d5e8a226f7f","12006E175","P1","true","2010-04-01"
"32015L1513","2015-09-09","2015-10-05","2021-06-30","2b683c04-3f82-4f89-bd53-ca8450a01886","12012E192","P1","true","2017-09-10"
"32006L0043","2006-05-17","2006-06-29","2013-07-18","24e001be-bc3d-46e6-803b-b58ac6df6ec6","12002E044","P2PTG)","true","2008-06-29"
"32013L0034","2013-06-26","2013-07-19","9999-12-31","7e20f01d-4fde-4bad-9331-1f4f17da03ac","12012E050","P1","true","2015-07-20"
"32004L0035","2004-04-21","2004-04-30","9999-12-31","c13c4f2b-e76e-4c1d-a30c-2d6f263178ba","12002E175","P1","true","2007-04-30"
"32006L0054","2006-07-05","2006-08-15","9999-12-31","acc39184-5f39-44d3-a89e-2f9d042325f8","12002E141","P3","true","2008-08-15"
"32003L0041","2003-06-03","2003-09-23","2019-01-12","d795ef77-cdf5-4e55-8058-218d6f362b06","12002E095","P1","false","2005-09-22"
"32009L0138","2009-11-25","2016-01-01","9999-12-31","74f202d1-b0ef-4eec-9e01-631eacaa5e60","12006E047","P2","true","2015-03-31"
"31999L0094","1999-12-13","2000-01-18","9999-12-31","ceb354da-9178-495e-a153-a82016b7d5ef","11997E175","P1","true","2001-01-18"
"32009L0018","2009-04-23","2009-06-17","9999-12-31","f478817f-b975-4585-b4cb-d6a377c2ea12","12006E080","P2","true","2011-06-17"
"32009L0021","2009-04-23","2009-06-17","9999-12-31","f478817f-b975-4585-b4cb-d6a377c2ea12","12006E080","P2","true","2011-06-17"
"31989L0647","1989-12-18","1989-12-22","2000-06-14","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","false","1991-01-01"
"31989L0458","1989-07-18","1989-07-24","2013-01-01","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","false","1989-12-31"
"32013L0038","2013-08-12","2013-08-20","9999-12-31","89c0a576-8ec6-453a-bfbb-32c363dcedce","12012E100","P2","true","2014-11-21"
"32015L2193","2015-11-25","2015-12-18","9999-12-31","2b683c04-3f82-4f89-bd53-ca8450a01886","12012E192","P1","true","2017-12-19"
"32011L0095","2011-12-13","2013-12-22","9999-12-31","90d6a716-7bb1-4a51-89c5-63c20bde377e","12010E078","P2PTA)","true","2013-12-21"
"32016L2284","2016-12-14","2016-12-31","9999-12-31","cdbccbd7-06ae-4c9b-9076-57fc645256c2","12016E192","P1","true","2017-02-15"
"32005L0071","2005-10-12","2005-11-23","2018-05-23","26cca86a-20ab-4305-b6e7-cabad85ae868","12002E063","PT4","false","2007-10-12"
"31986L0364","1986-07-24","1986-07-29","1997-09-17","14bb693c-44d9-4b86-927f-009288e9c731","31985L0003","A05","false","1987-07-29"
"32014L0025","2014-02-26","2014-04-17","9999-12-31","2e266717-7e4e-4a00-b7d1-fcdc1ac89cf5","12012E053","P1","true","2016-04-18"
"31993L0083","1993-09-27","1993-10-04","9999-12-31","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","true","1995-01-01"
"31989L0677","1989-12-21","1990-01-04","2009-05-31","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","false","1991-06-20"
"32003L0085","2003-09-29","2003-11-22","2021-04-20","757b23c4-c2b5-437d-a73b-f6c4aa6d3ee8","12002E037","P3","false","2004-06-30"
"31984L0253","1984-04-10","1984-04-13","2006-06-28","aa9dd2d0-11e0-40df-8e04-b38cb2200e9c","11957E054","P3G","false","1990-01-01"
"31989L0130","1989-02-13","1989-02-16","2019-04-17","34121f0b-dcfc-4c5f-8c3a-3c570898e3f1","31988D0376","A08P2","false","1990-02-16"
"32014L0066","2014-05-15","2014-05-28","9999-12-31","d319c374-33d9-4281-b854-cab4a748a246","12012E079","P2PTA)","true","2016-11-29"
"32004L0028","2004-03-31","2004-04-30","2022-01-27","92cd9730-3028-4011-9f02-866e18da2759","12002E152","P4PTB)","false","2005-10-30"
"32000L0046","2000-09-18","2000-10-27","2009-10-30","9f23e4cd-4b31-4cdf-a6b6-a88bd4bb3b22","11997E047","P2F1","false","2002-04-27"
"32007L0023","2007-05-23","2007-06-04","2015-06-30","171e521a-3ffe-46ac-90eb-ed97dbb7dcd2","12006E251",NA,"false","2010-01-04"
"31986L0613","1986-12-11","1986-12-17","2012-08-04","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1989-06-30"
"31985L0511","1985-11-18","1985-11-26","2004-06-30","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1987-01-01"
"31985L0203","1985-03-07","1985-03-26","2009-12-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1987-01-01"
"31994L0055","1994-11-21","1995-01-01","2009-06-29","b86a5126-9bcd-4a14-982a-e82c9d09bf0e","11992E189C",NA,"false","1996-12-31"
"31998L0070","1998-10-13","1998-12-28","9999-12-31","cc299c53-3d01-42ec-ad9d-05195509c52e","11992E189B",NA,"true","1999-07-01"
"31990L0314","1990-06-13","1990-06-18","2018-06-30","174102e5-dc58-4345-acbf-207151885f81","11957E100A",NA,"false","1992-12-31"
"31990L0220","1990-04-23","1990-05-02","2002-10-17","174102e5-dc58-4345-acbf-207151885f81","11957E100A",NA,"false","1991-10-22"
"31990L0539","1990-10-15","1990-10-19","2009-12-31","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false","1992-05-01"
"31988L0658","1988-12-14","1988-12-21","1993-01-01","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false","1990-07-01"
"31986L0155","1986-04-22","1986-04-29","2002-08-08","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"true","1986-03-01"
"31992L0005","1992-02-10","1992-02-24","2005-12-31","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false","1993-01-01"
"31992L0067","1992-07-14","1992-07-28","2019-12-13","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false","1992-07-01"
"32014L0051","2014-04-16","2014-05-23","2019-07-20","6b390c35-d623-4785-86a0-1fb492a32cab","12012E294",NA,"true","2015-03-31"
"32013L0029","2013-06-12","2013-06-29","9999-12-31","6b390c35-d623-4785-86a0-1fb492a32cab","12012E294",NA,"true","2013-10-03"
"32014L0032","2014-02-26","2014-04-18","9999-12-31","6b390c35-d623-4785-86a0-1fb492a32cab","12012E294",NA,"true","2016-04-19"
